building,location,bhk,sqft,furnishing,price,listed_date,source
Zindagi,Khar West,3 BHK,1282 sqft,Semi-Furnished,₹7.80 Cr,Listed 24 Apr 2026 · 12:20 AM,propi_in
Acharat Baug,Santacruz West,,405 sqft,Semi-Furnished,₹1.82 Cr,Listed 24 Apr 2026 · 12:10 AM,propi_in
Shreedham Splendour,Andheri West,2 BHK,538 sqft,Fully Furnished,₹65000,Listed 23 Apr 2026 · 11:38 PM,propi_in
Singer Wood,Bandra West,4 BHK,1621 sqft,Semi-Furnished,₹10.00 Cr,Listed 23 Apr 2026 · 11:28 PM,propi_in
Vraj One,Andheri West,3 BHK,900 sqft,Semi-Furnished,₹3.00 Cr,Listed 23 Apr 2026 · 11:26 PM,propi_in
Erlyn,Bandra West,2 BHK,750 sqft,Semi-Furnished,₹2 L,Listed 23 Apr 2026 · 11:14 PM,propi_in
Chalet Amar,Juhu,3 BHK,1050 sqft,Semi-Furnished,₹4.70 Cr,Listed 23 Apr 2026 · 11:00 PM,propi_in
Shiv Omm,Khar West,,428 sqft,Semi-Furnished,₹1.60 Cr,Listed 23 Apr 2026 · 11:00 PM,propi_in
Parinee I,Andheri West,,1920 sqft,Fully Furnished,₹8.64 Cr,Listed 23 Apr 2026 · 10:52 PM,propi_in
Mantri Serene,Goregaon East,1 BHK,454 sqft,Semi-Furnished,₹1.21 Cr,Listed 23 Apr 2026 · 10:22 PM,propi_in
Nutex,Santacruz West,2 BHK,716 sqft,Semi-Furnished,₹4.50 Cr,Listed 23 Apr 2026 · 09:34 PM,propi_in
Shikhar Tower,Andheri West,5 BHK,2875 sqft,Unfurnished,₹15.00 Cr,Listed 23 Apr 2026 · 09:12 PM,propi_in
AVD Residencia,Bandra West,2 BHK,365 sqft,Semi-Furnished,₹2.00 Cr,Listed 23 Apr 2026 · 09:04 PM,propi_in
Oberoi Esquire,Goregaon East,3 BHK,1387 sqft,Fully Furnished,₹2 L,Listed 23 Apr 2026 · 09:02 PM,propi_in
Erlyn,Bandra West,2 BHK,750 sqft,Semi-Furnished,₹2 L,Listed 23 Apr 2026 · 08:12 PM,propi_in
Aerovista,Andheri East,1 BHK,485 sqft,Semi-Furnished,₹1.35 Cr,Listed 23 Apr 2026 · 07:46 PM,propi_in
Yogniti,Santacruz West,3 BHK,1011 sqft,Semi-Furnished,₹5.50 Cr,Listed 23 Apr 2026 · 07:36 PM,propi_in
Lashkaria Empress,Andheri West,2 BHK,750 sqft,Semi-Furnished,₹2.20 Cr,Listed 23 Apr 2026 · 07:24 PM,propi_in
Sequoia,Santacruz West,3 BHK,1243 sqft,Semi-Furnished,₹3 L,Listed 23 Apr 2026 · 07:10 PM,propi_in
Panorama Tower,Andheri West,2 BHK,640 sqft,Semi-Furnished,₹2.65 Cr,Listed 23 Apr 2026 · 06:32 PM,propi_in
Ruparel Ariana,Parel,2 BHK,802 sqft,Semi-Furnished,₹1 L,Listed 23 Apr 2026 · 05:36 PM,propi_in
Lodha World View,Lower Parel,3 BHK,1801 sqft,Fully Furnished,₹6 L,Listed 23 Apr 2026 · 05:10 PM,propi_in
Prestige Jasdan Classic,Mahalaxmi,3 BHK,1441 sqft,Semi-Furnished,₹2 L,Listed 23 Apr 2026 · 04:42 PM,propi_in
Lodha Venezia,Parel,3 BHK,1195 sqft,Semi-Furnished,₹2 L,Listed 23 Apr 2026 · 04:38 PM,propi_in
Lodha World Crest,Lower Parel,4 BHK,2692 sqft,Semi-Furnished,₹15.00 Cr,Listed 23 Apr 2026 · 04:16 PM,propi_in
One Avighna Park,Lower Parel,4 BHK,3000 sqft,Fully Furnished,₹23.00 Cr,Listed 23 Apr 2026 · 03:58 PM,propi_in
Celestia Spaces,Sewri,3.5 BHK,1400 sqft,Semi-Furnished,₹7.25 Cr,Listed 23 Apr 2026 · 03:58 PM,propi_in
Minerva,Mahalaxmi,3 BHK,2813 sqft,Semi-Furnished,₹3 L,Listed 23 Apr 2026 · 03:52 PM,propi_in
Minerva,Mahalaxmi,3 BHK,2813 sqft,Semi-Furnished,₹4 L,Listed 23 Apr 2026 · 03:29 PM,propi_in
Matru Ashish,Nepeansea Road,,,Unfurnished,₹5.20 Cr,Listed 23 Apr 2026 · 11:46 AM,propi_in
Lodha Adrina,Worli,5 BHK,2278 sqft,Unfurnished,₹6 L,Listed 23 Apr 2026 · 11:38 AM,propi_in
K L Astoria,Bandra West,2 BHK,675 sqft,Semi-Furnished,₹2 L,Listed 22 Apr 2026 · 03:58 PM,propi_in
Chaitanya Tower,Prabhadevi,3 BHK,1350 sqft,Semi-Furnished,₹4 L,Listed 22 Apr 2026 · 03:31 PM,propi_in
Ritu Apartments,Walkeshwar,2 BHK,1045 sqft,Semi-Furnished,₹9.50 Cr,Listed 22 Apr 2026 · 03:14 PM,propi_in
Matru Ashish,Nepeansea Road,3 BHK,1500 sqft,Semi-Furnished,₹10.50 Cr,Listed 22 Apr 2026 · 02:37 PM,propi_in
Trump Tower,Worli,4 BHK,1600 sqft,Semi-Furnished,₹6 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Piramal Mahalaxmi South Tower,Mahalaxmi,3 BHK,1050 sqft,Semi-Furnished,₹2 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Ahuja Tower,Prabhadevi,5 BHK,4500 sqft,Fully Furnished,₹11 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Lodha World Crest,Lower Parel,3 BHK,2000 sqft,Semi-Furnished,₹4 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Lodha World View,Lower Parel,3 BHK,1709 sqft,Fully Furnished,₹6 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Lodha Primo,Parel,2 BHK,740 sqft,Semi-Furnished,₹1 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Salsette 27,Byculla,2 BHK,800 sqft,Semi-Furnished,₹1 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Lotus Enpar,Lower Parel,3 BHK,1500 sqft,Semi-Furnished,₹4 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Lodha World One,Lower Parel,4 BHK,2500 sqft,Semi-Furnished,₹7 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Lodha World Crest,Lower Parel,3 BHK,1700 sqft,Semi-Furnished,₹6 L,Listed 22 Apr 2026 · 01:00 PM,propi_in
Runwal Reserve,Worli,4 BHK,2000 sqft,Semi-Furnished,₹14.75 Cr,Listed 22 Apr 2026 · 01:00 PM,propi_in
Suvidha Emerald,Prabhadevi,4 BHK,2500 sqft,Semi-Furnished,₹15.50 Cr,Listed 22 Apr 2026 · 01:00 PM,propi_in
